component_id,component_path,component_layer,route_profile,route_family,lifecycle_status,active_runtime,reason
S-205-voice-tone-refinement,skills/script_intelligence/S-205-voice-tone-refinement.py,SKILL,voice_context_profile,"voice_context, context_engineering",ACTIVE_CORE,True,profile mapped to active route DAG
S-205-voice-tone-refinement.skill,skills/script_intelligence/S-205-voice-tone-refinement.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-206-clarity-retention-refinement,skills/script_intelligence/S-206-clarity-retention-refinement.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
S-206-clarity-retention-refinement.skill,skills/script_intelligence/S-206-clarity-retention-refinement.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-206-emotion-amplifier,skills/script_intelligence/S-206-emotion-amplifier.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
S-206-emotion-amplifier.skill,skills/script_intelligence/S-206-emotion-amplifier.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-207-conflict-intensity-booster,skills/script_intelligence/S-207-conflict-intensity-booster.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-207-conflict-intensity-booster.skill,skills/script_intelligence/S-207-conflict-intensity-booster.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-207-narrative-flow-optimizer,skills/script_intelligence/S-207-narrative-flow-optimizer.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
S-207-narrative-flow-optimizer.skill,skills/script_intelligence/S-207-narrative-flow-optimizer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-208-governance-safety-checker,skills/script_intelligence/S-208-governance-safety-checker.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
S-208-governance-safety-checker.skill,skills/script_intelligence/S-208-governance-safety-checker.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-208-policy-risk-screen,skills/script_intelligence/S-208-policy-risk-screen.py,SKILL,media_quality_gate_profile,"quality_gate, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
S-208-policy-risk-screen.skill,skills/script_intelligence/S-208-policy-risk-screen.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-209-audience-alignment-mapper,skills/script_intelligence/S-209-audience-alignment-mapper.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-209-audience-alignment-mapper.skill,skills/script_intelligence/S-209-audience-alignment-mapper.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-209-emotional-rhythm-tuning,skills/script_intelligence/S-209-emotional-rhythm-tuning.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
S-209-emotional-rhythm-tuning.skill,skills/script_intelligence/S-209-emotional-rhythm-tuning.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-210-final-script-packager,skills/script_intelligence/S-210-final-script-packager.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
S-210-final-script-packager.skill,skills/script_intelligence/S-210-final-script-packager.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
S-210-script-compression-engine,skills/script_intelligence/S-210-script-compression-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
S-210-script-compression-engine.skill,skills/script_intelligence/S-210-script-compression-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-026-title-engineer,skills/script_intelligence_army/M-026-title-engineer.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-026-title-engineer.skill,skills/script_intelligence_army/M-026-title-engineer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-027-seo-architect,skills/script_intelligence_army/M-027-seo-architect.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-027-seo-architect.skill,skills/script_intelligence_army/M-027-seo-architect.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-028-metadata-builder,skills/script_intelligence_army/M-028-metadata-builder.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-028-metadata-builder.skill,skills/script_intelligence_army/M-028-metadata-builder.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-029-audience-analyzer,skills/script_intelligence_army/M-029-audience-analyzer.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-029-audience-analyzer.skill,skills/script_intelligence_army/M-029-audience-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-030-engagement-predictor,skills/script_intelligence_army/M-030-engagement-predictor.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-030-engagement-predictor.skill,skills/script_intelligence_army/M-030-engagement-predictor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-031-mrbeast-hook-system,skills/script_intelligence_army/M-031-mrbeast-hook-system.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-031_Mrbeast_Hook_System,skills/script_intelligence_army/M-031-mrbeast-hook-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-032-pattern-interrupt-engine,skills/script_intelligence_army/M-032-pattern-interrupt-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-032_Pattern_Interrupt_Engine,skills/script_intelligence_army/M-032-pattern-interrupt-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-033-curiosity-gap-generator,skills/script_intelligence_army/M-033-curiosity-gap-generator.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-033_Curiosity_Gap_Generator,skills/script_intelligence_army/M-033-curiosity-gap-generator.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-034-micro-cliffhanger-engine,skills/script_intelligence_army/M-034-micro-cliffhanger-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-034_Micro_Cliffhanger_Engine,skills/script_intelligence_army/M-034-micro-cliffhanger-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-035-engagement-loop-builder,skills/script_intelligence_army/M-035-engagement-loop-builder.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-035_Engagement_Loop_Builder,skills/script_intelligence_army/M-035-engagement-loop-builder.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-036-emotional-spike-system,skills/script_intelligence_army/M-036-emotional-spike-system.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-036_Emotional_Spike_System,skills/script_intelligence_army/M-036-emotional-spike-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-037-reward-tease-engine,skills/script_intelligence_army/M-037-reward-tease-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-037_Reward_Tease_Engine,skills/script_intelligence_army/M-037-reward-tease-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-038-payoff-delivery-system,skills/script_intelligence_army/M-038-payoff-delivery-system.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-038_Payoff_Delivery_System,skills/script_intelligence_army/M-038-payoff-delivery-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-039-re-hook-system,skills/script_intelligence_army/M-039-re-hook-system.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-039_Re_Hook_System,skills/script_intelligence_army/M-039-re-hook-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-040-story-momentum-engine,skills/script_intelligence_army/M-040-story-momentum-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-040_Story_Momentum_Engine,skills/script_intelligence_army/M-040-story-momentum-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-041-scene-energy-analyzer,skills/script_intelligence_army/M-041-scene-energy-analyzer.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-041_Scene_Energy_Analyzer,skills/script_intelligence_army/M-041-scene-energy-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-042-editing-optimization-engine,skills/script_intelligence_army/M-042-editing-optimization-engine.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-042_Editing_Optimization_Engine,skills/script_intelligence_army/M-042-editing-optimization-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-043-cut-acceleration-system,skills/script_intelligence_army/M-043-cut-acceleration-system.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-043_Cut_Acceleration_System,skills/script_intelligence_army/M-043-cut-acceleration-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-044-visual-impact-engine,skills/script_intelligence_army/M-044-visual-impact-engine.py,SKILL,visual_context_profile,"visual_context, context_engineering, image_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-044_Visual_Impact_Engine,skills/script_intelligence_army/M-044-visual-impact-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-045-sound-impact-system,skills/script_intelligence_army/M-045-sound-impact-system.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-045_Sound_Impact_System,skills/script_intelligence_army/M-045-sound-impact-system.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-046-cinematic-enhancement-engine,skills/script_intelligence_army/M-046-cinematic-enhancement-engine.py,SKILL,video_context_profile,"video_context, avatar_video_context, full_video_pipeline",ACTIVE_CORE,True,profile mapped to active route DAG
M-046_Cinematic_Enhancement_Engine,skills/script_intelligence_army/M-046-cinematic-enhancement-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-047-thumbnail-psychology-engine,skills/script_intelligence_army/M-047-thumbnail-psychology-engine.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-047_Thumbnail_Psychology_Engine,skills/script_intelligence_army/M-047-thumbnail-psychology-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-048-thumbnail-a-b-tester,skills/script_intelligence_army/M-048-thumbnail-a-b-tester.py,SKILL,editing_packaging_profile,"editing_packaging, full_video_pipeline, publishing",ACTIVE_CORE,True,profile mapped to active route DAG
M-048_Thumbnail_A_B_Tester,skills/script_intelligence_army/M-048-thumbnail-a-b-tester.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-049-viral-distribution-planner,skills/script_intelligence_army/M-049-viral-distribution-planner.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-049_Viral_Distribution_Planner,skills/script_intelligence_army/M-049-viral-distribution-planner.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-050-platform-algorithm-adapter,skills/script_intelligence_army/M-050-platform-algorithm-adapter.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-050_Platform_Algorithm_Adapter,skills/script_intelligence_army/M-050-platform-algorithm-adapter.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-051-viral-multiplier-engine,skills/script_intelligence_army/M-051-viral-multiplier-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-051_Viral_Multiplier_Engine,skills/script_intelligence_army/M-051-viral-multiplier-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-052-engagement-feedback-analyzer,skills/script_intelligence_army/M-052-engagement-feedback-analyzer.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-052_Engagement_Feedback_Analyzer,skills/script_intelligence_army/M-052-engagement-feedback-analyzer.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-053-audience-sentiment-engine,skills/script_intelligence_army/M-053-audience-sentiment-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-053_Audience_Sentiment_Engine,skills/script_intelligence_army/M-053-audience-sentiment-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-054-content-optimization-engine,skills/script_intelligence_army/M-054-content-optimization-engine.py,SKILL,script_refinement_profile,"script_refinement, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
M-054_Content_Optimization_Engine,skills/script_intelligence_army/M-054-content-optimization-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-055-learning-memory-engine,skills/script_intelligence_army/M-055-learning-memory-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-055_Learning_Memory_Engine,skills/script_intelligence_army/M-055-learning-memory-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-056-growth-prediction-engine,skills/script_intelligence_army/M-056-growth-prediction-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-056_Growth_Prediction_Engine,skills/script_intelligence_army/M-056-growth-prediction-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-057-monetization-advisor,skills/script_intelligence_army/M-057-monetization-advisor.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-057_Monetization_Advisor,skills/script_intelligence_army/M-057-monetization-advisor.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-058-sponsorship-matchmaker,skills/script_intelligence_army/M-058-sponsorship-matchmaker.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-058_Sponsorship_Matchmaker,skills/script_intelligence_army/M-058-sponsorship-matchmaker.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-059-product-integration-engine,skills/script_intelligence_army/M-059-product-integration-engine.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-059_Product_Integration_Engine,skills/script_intelligence_army/M-059-product-integration-engine.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
M-060-channel-strategy-director,skills/script_intelligence_army/M-060-channel-strategy-director.py,SKILL,script_generation_profile,script_generation,ACTIVE_CORE,True,profile mapped to active route DAG
M-060_Channel_Strategy_Director,skills/script_intelligence_army/M-060-channel-strategy-director.skill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-001-context-packet-sanitizer,skills/sub_skills/SS-001-context-packet-sanitizer.py,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
SS-001-context-packet-sanitizer.subskill,skills/sub_skills/SS-001-context-packet-sanitizer.subskill.md,SKILL,context_engineering_profile,"context_engineering, script_generation",ACTIVE_CORE,True,profile mapped to active route DAG
SS-101-elevenlabs-voice-generation-optimizer,skills/sub_skills/SS-101-elevenlabs-voice-generation-optimizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-101-elevenlabs-voice-generation-optimizer.subskill,skills/sub_skills/SS-101-elevenlabs-voice-generation-optimizer.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-102-heygen-avatar-render-orchestrator,skills/sub_skills/SS-102-heygen-avatar-render-orchestrator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-102-heygen-avatar-render-orchestrator.subskill,skills/sub_skills/SS-102-heygen-avatar-render-orchestrator.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-103-nanobanana-visual-generation-optimizer,skills/sub_skills/SS-103-nanobanana-visual-generation-optimizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-103-nanobanana-visual-generation-optimizer.subskill,skills/sub_skills/SS-103-nanobanana-visual-generation-optimizer.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-104-sora-video-generation-orchestrator,skills/sub_skills/SS-104-sora-video-generation-orchestrator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-104-sora-video-generation-orchestrator.subskill,skills/sub_skills/SS-104-sora-video-generation-orchestrator.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-105-higgsfield-cinematic-motion-director,skills/sub_skills/SS-105-higgsfield-cinematic-motion-director.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-105-higgsfield-cinematic-motion-director.subskill,skills/sub_skills/SS-105-higgsfield-cinematic-motion-director.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-106-kling-video-prompt-optimizer,skills/sub_skills/SS-106-kling-video-prompt-optimizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-106-kling-video-prompt-optimizer.subskill,skills/sub_skills/SS-106-kling-video-prompt-optimizer.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-107-suno-music-generation-optimizer,skills/sub_skills/SS-107-suno-music-generation-optimizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-107-suno-music-generation-optimizer.subskill,skills/sub_skills/SS-107-suno-music-generation-optimizer.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-108-youtube-publish-oauth-guard,skills/sub_skills/SS-108-youtube-publish-oauth-guard.py,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-108-youtube-publish-oauth-guard.subskill,skills/sub_skills/SS-108-youtube-publish-oauth-guard.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-109-youtube-analytics-ingestion-governor,skills/sub_skills/SS-109-youtube-analytics-ingestion-governor.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-109-youtube-analytics-ingestion-governor.subskill,skills/sub_skills/SS-109-youtube-analytics-ingestion-governor.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-110-openrouter-llm-route-governor,skills/sub_skills/SS-110-openrouter-llm-route-governor.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-110-openrouter-llm-route-governor.subskill,skills/sub_skills/SS-110-openrouter-llm-route-governor.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-111-ollama-local-inference-optimizer,skills/sub_skills/SS-111-ollama-local-inference-optimizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-111-ollama-local-inference-optimizer.subskill,skills/sub_skills/SS-111-ollama-local-inference-optimizer.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-112-ffmpeg-render-assembly-guard,skills/sub_skills/SS-112-ffmpeg-render-assembly-guard.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-112-ffmpeg-render-assembly-guard.subskill,skills/sub_skills/SS-112-ffmpeg-render-assembly-guard.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-113-wav2lip-lipsync-quality-guard,skills/sub_skills/SS-113-wav2lip-lipsync-quality-guard.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-113-wav2lip-lipsync-quality-guard.subskill,skills/sub_skills/SS-113-wav2lip-lipsync-quality-guard.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-114-yt-dlp-ingestion-compliance-guard,skills/sub_skills/SS-114-yt-dlp-ingestion-compliance-guard.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-114-yt-dlp-ingestion-compliance-guard.subskill,skills/sub_skills/SS-114-yt-dlp-ingestion-compliance-guard.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",ACTIVE_CORE,True,profile mapped to active route DAG
SS-115-gemini-multimodal-research-optimizer,skills/sub_skills/SS-115-gemini-multimodal-research-optimizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-115-gemini-multimodal-research-optimizer.subskill,skills/sub_skills/SS-115-gemini-multimodal-research-optimizer.subskill.md,SKILL,approval_gate_profile,"approval_gate, repo_write_mode",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-220-deep-research-agent,skills/sub_skills/SS-220-deep-research-agent.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-220-deep-research-agent.subskill,skills/sub_skills/SS-220-deep-research-agent.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-221-source-credibility-evaluator,skills/sub_skills/SS-221-source-credibility-evaluator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-221-source-credibility-evaluator.subskill,skills/sub_skills/SS-221-source-credibility-evaluator.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-222-fact-verification-engine,skills/sub_skills/SS-222-fact-verification-engine.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-222-fact-verification-engine.subskill,skills/sub_skills/SS-222-fact-verification-engine.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-223-knowledge-synthesizer,skills/sub_skills/SS-223-knowledge-synthesizer.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-223-knowledge-synthesizer.subskill,skills/sub_skills/SS-223-knowledge-synthesizer.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-224-contradiction-detector,skills/sub_skills/SS-224-contradiction-detector.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-224-contradiction-detector.subskill,skills/sub_skills/SS-224-contradiction-detector.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-230-content-angle-generator,skills/sub_skills/SS-230-content-angle-generator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-230-content-angle-generator.subskill,skills/sub_skills/SS-230-content-angle-generator.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-231-unique-value-proposition-builder,skills/sub_skills/SS-231-unique-value-proposition-builder.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-231-unique-value-proposition-builder.subskill,skills/sub_skills/SS-231-unique-value-proposition-builder.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-232-series-strategy-planner,skills/sub_skills/SS-232-series-strategy-planner.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
SS-232-series-strategy-planner.subskill,skills/sub_skills/SS-232-series-strategy-planner.subskill.md,SKILL,lineage_profile,"lineage_summary, approval_gate",ACTIVE_CORE,True,profile mapped to active route DAG
SS-233-content-calendar-generator,skills/sub_skills/SS-233-content-calendar-generator.py,SKILL,provider_handoff_profile,"provider_handoff, full_video_pipeline",DORMANT_FUTURE,False,provider/n8n/external execution path kept disabled
